ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,referrer,version,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types
1762167731.266273,CNcq9b2vZVY8U1ZvGa,192.168.7.205,46384,80.249.99.148,80,1,GET,ipv4.download.thinkbroadband.com,/10MB.zip,-,-,Wget/1.21.2,-,0,0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-
1762167741.375062,C2SaHf3CDoxTI4Rfcf,192.168.7.205,41288,80.249.99.148,80,1,GET,ipv4.download.thinkbroadband.com,/10MB.zip,-,-,Wget/1.21.2,-,0,0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-
1762167751.484234,CwoSBF1RTTMMLnLn3b,192.168.7.205,48430,80.249.99.148,80,1,GET,ipv4.download.thinkbroadband.com,/10MB.zip,-,-,Wget/1.21.2,-,0,0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-
1762167761.155586,CNhebK1BQhFRAEDULd,192.168.7.101,60382,149.154.167.151,80,1,POST,149.154.167.151:80,/api,-,1.1,Mozilla/5.0,-,272,128,200,OK,-,-,(empty),-,-,-,FsQ9B01mWeZjCeIaY6,-,-,FfamNA3nDAdcVqj4A8,-,-
1762167761.593103,CF3oVQ3jMgCjv1CsZ1,192.168.7.205,48946,80.249.99.148,80,1,GET,ipv4.download.thinkbroadband.com,/10MB.zip,-,-,Wget/1.21.2,-,0,0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-
1762167771.702539,CWZtCz1ViGnbJ0OM3h,192.168.7.205,53834,80.249.99.148,80,1,GET,ipv4.download.thinkbroadband.com,/10MB.zip,-,-,Wget/1.21.2,-,0,0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-
1762167963.683658,CUrdRl1lU5Sh8DePMe,192.168.7.205,49740,91.189.91.48,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762168263.606044,CzhYob3CPsHuuQ6I3,192.168.7.205,46856,185.125.190.98,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762168563.605710,CpBsHW1tu7cj9ULLHf,192.168.7.205,51472,185.125.190.98,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762168663.245015,CKcrWV3heMEir3sUka,192.168.7.101,51238,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,188,176,200,OK,-,-,(empty),-,-,-,Fvqpis3sj0RRkuj873,-,-,F5tnSZ1AjnBN1Afdi3,-,-
1762168719.059957,C7WHg12am6pLNO1PDk,192.168.7.101,60304,199.232.210.172,80,1,GET,ctldl.windowsupdate.com,/msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?1b44366fab969e8d,-,1.1,Microsoft-CryptoAPI/10.0,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762168734.180011,CKxjAw2P75MCwZZbz6,192.168.7.101,51102,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,232,108,200,OK,-,-,(empty),-,-,-,FGPsFw4sZIKzE3MSad,-,-,FOrT9d3zBc4nN35qwa,-,-
1762168863.602646,Cq6A2b48w6ir2JYqY9,192.168.7.205,39648,185.125.190.49,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762168935.116074,Cye0GK2FlrQgwXjopf,192.168.7.101,54047,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,212,104,200,OK,-,-,(empty),-,-,-,FbOThL1n1wuvYJScN5,-,-,FSMxbx2gHDAJDd8Trf,-,-
1762169119.330816,CNSRJEpZoN3q9AKCe,192.168.7.101,61274,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,92,120,200,OK,-,-,(empty),-,-,-,Fe5hqltwg0bSAK2qk,-,-,FNI7pB23G78iJasJY9,-,-
1762169163.597340,C8N8d5THz5ouUdnG9,192.168.7.205,37990,185.125.190.17,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762169279.143816,C2G3Mi4SYWJrTx1zz5,192.168.7.101,53775,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,184,196,200,OK,-,-,(empty),-,-,-,F8qEAKmWT0R43h4ra,-,-,FwLChw1NJaliN9uhzd,-,-
1762169463.667488,Cds1Ba4PS0H6ysNWt8,192.168.7.205,59402,91.189.91.49,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762169768.686065,CqXauy2cyQGRF2D9I2,192.168.7.205,39770,185.125.190.49,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762169922.204764,CSEgTN34dibKHwpGId,192.168.7.101,59754,184.51.252.192,80,1,GET,clientconfig.akamai.steamstatic.com,/appinfo/3241660/sha/0a4c52232b64f4c6c79fe2ea19f19ce3acb78308.txt.gz,-,-,Valve/Steam HTTP Client 1.0,-,0,0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-
1762169996.179584,CWsiCs1fWGn3mx5tg1,192.168.7.101,50646,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,260,100,200,OK,-,-,(empty),-,-,-,FlZYN5qe2wZCZfIo,-,-,FWV2xhm4Jl7xiToQg,-,-
1762170004.303307,CufjRN10Ow7t7Nwcog,192.168.7.101,50648,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,200,136,200,OK,-,-,(empty),-,-,-,FLxFMi3BrTvlMJ8dUi,-,-,FqQGu41tXY9rM6fM06,-,-
1762170063.672328,CMGnLTOeBksNWuxV1,192.168.7.205,36642,91.189.91.98,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170210.218504,CHIZXB1bhx8G5FYoFd,192.168.7.101,56921,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,172,140,200,OK,-,-,(empty),-,-,-,FJTdMm3fzx2q5sNZ5h,-,-,FJ4OrD2bF8ADoOkjRe,-,-
1762170363.598946,CFJlCA3TuBzHueSwpj,192.168.7.205,55520,185.125.190.97,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170524.199658,CPQkDLyMYEabZWCV7,192.168.7.101,59629,2.17.190.73,80,1,GET,crl3.digicert.com,/DigiCertTrustedRootG4.crl,-,1.1,Microsoft-CryptoAPI/10.0,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170663.605186,Ceu5cC3qgtFcdD2tQ,192.168.7.205,43502,185.125.190.17,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170732.135761,CxRoTC20Fo7ZDg3UZi,192.168.7.101,49551,199.232.214.172,80,1,GET,ctldl.windowsupdate.com,/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?c38c3b83bc7e9513,-,1.1,Microsoft-CryptoAPI/10.0,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170905.524627,Cm7P8U3cVp3Jch5rcl,192.168.7.101,64888,108.177.14.94,80,1,GET,c.pki.goog,/r/r1.crl,-,1.1,Microsoft-CryptoAPI/10.0,-,0,993,200,OK,-,-,(empty),-,-,-,-,-,-,F1MZGv4Riu6tbP1Zig,-,-
1762170905.646374,CqGCAr4Aa1iH2Mdahc,192.168.7.101,64889,23.199.249.50,80,1,GET,x1.c.lencr.org,/,-,1.1,Microsoft-CryptoAPI/10.0,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170905.800154,CHZe4q1DRacCDIW6B1,192.168.7.101,64890,199.232.214.172,80,1,GET,ctldl.windowsupdate.com,/msdownload/update/v3/static/trustedr/en/authrootstl.cab?2d92ba8dda27b0c9,-,1.1,Microsoft-CryptoAPI/10.0,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170905.839241,Cm7P8U3cVp3Jch5rcl,192.168.7.101,64888,108.177.14.94,80,2,GET,c.pki.goog,/r/gsr1.crl,-,1.1,Microsoft-CryptoAPI/10.0,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170905.870998,Cm7P8U3cVp3Jch5rcl,192.168.7.101,64888,108.177.14.94,80,3,GET,c.pki.goog,/r/r4.crl,-,1.1,Microsoft-CryptoAPI/10.0,-,0,530,200,OK,-,-,(empty),-,-,-,-,-,-,FGGdmx4cD45dPVAmNi,-,-
1762170963.607141,CAIYHv4i78yEP3DkO1,192.168.7.205,36740,185.125.190.49,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762170982.238168,CPVAyp3M1zKXyMHfa4,192.168.7.101,57784,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,232,196,200,OK,-,-,(empty),-,-,-,FD5rea2JqUPa9P5cOl,-,-,FHEUlJ1s59pRWAB7rj,-,-
1762171127.549609,CrtQgs2yWtKBVJJjTa,192.168.7.205,55604,195.135.223.226,80,1,GET,download.opensuse.org,/repositories/security:/zeek/xUbuntu_22.04/InRelease,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762171127.689699,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,1,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy/InRelease,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,0,304,Not Modified,-,-,(empty),-,-,-,-,-,-,-,-,-
1762171127.699526,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,2,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-updates/InRelease,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,128049,200,OK,-,-,(empty),-,-,-,-,-,-,FFnQcK1Zmq2Nd8gmMg,-,text/plain
1762171127.737245,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,3,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-backports/InRelease,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,127185,200,OK,-,-,(empty),-,-,-,-,-,-,FodNfU23N1ETw1yu2,-,text/plain
1762171128.219265,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,4,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-updates/main/dep11/by-hash/SHA256/6de6772f2dc4d2b83128d02e9e8cf791635ccce97df9e01593bef3c96e43058d,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,111948,200,OK,-,-,(empty),-,-,-,-,-,-,Fn95CcKVqyvNRmcMc,-,application/x-xz
1762171128.264248,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,5,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-updates/restricted/dep11/by-hash/SHA256/c2ac9bd7fc2ea5c362169bceae3f85cc63de52fc72c52bccf74d025f0cd9e897,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,212,200,OK,-,-,(empty),-,-,-,-,-,-,FYG3Db1v6x8R66LGCj,-,application/x-xz
1762171128.264248,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,6,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-updates/universe/dep11/by-hash/SHA256/fdf5d0f4445da7b7d5a8f3960946b618d60d520d2853e2512c09ff30323646e1,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,359228,200,OK,-,-,(empty),-,-,-,-,-,-,FSn6Le1ZWViq9HciOj,-,application/x-xz
1762171128.264248,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,7,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-updates/multiverse/dep11/by-hash/SHA256/412aba04efca22001c9b313dac27a3a5ea0ef1598a13dbb0d97b5c12536a128d,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,940,200,OK,-,-,(empty),-,-,-,-,-,-,FYzopc59sSyausihk,-,application/x-xz
1762171127.793693,CUjCmlL5weuGxvM17,192.168.7.205,50332,91.189.91.81,80,1,GET,security.ubuntu.com,/ubuntu/dists/jammy-security/InRelease,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,128927,200,OK,-,-,(empty),-,-,-,-,-,-,Fl71Ic4lt30IqnY3o,-,text/plain
1762171128.633924,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,8,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-backports/main/dep11/by-hash/SHA256/12f9d9b26f9bccfa6497e6762db14a4b1352f16f1d9ba79f79c91fee272aa8b3,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,7148,200,OK,-,-,(empty),-,-,-,-,-,-,FlAkv242QoYGHFRXda,-,application/x-xz
1762171128.645891,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,9,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-backports/restricted/dep11/by-hash/SHA256/5e4b1db6ac1981a933eb6a5125d878145a6fd99019ca1752a0f3b4af935df21a,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,212,200,OK,-,-,(empty),-,-,-,-,-,-,FHR1WS1ZYKlWchWJd3,-,application/x-xz
1762171128.645891,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,10,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-backports/universe/dep11/by-hash/SHA256/c06c73996a2e943c692aef7d1094528c3773ca81f7a5fe01ae43cdc049d6a5e6,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,9724,200,OK,-,-,(empty),-,-,-,-,-,-,FlADRB1UVz1yBW8Yf6,-,application/x-xz
1762171128.645891,Cc8Ad54OqEK2QxWXSe,192.168.7.205,47568,213.180.204.183,80,11,GET,ru.archive.ubuntu.com,/ubuntu/dists/jammy-backports/multiverse/dep11/by-hash/SHA256/82be241c15695213a8f29b98b53334b90984234c24099209d479bc73098d04a6,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,212,200,OK,-,-,(empty),-,-,-,-,-,-,Fk6RVP6VRd2U0i6jf,-,application/x-xz
1762171128.841727,CUjCmlL5weuGxvM17,192.168.7.205,50332,91.189.91.81,80,2,GET,security.ubuntu.com,/ubuntu/dists/jammy-security/main/dep11/by-hash/SHA256/7c2ca1fbaa7974477c012b2279541fec92d0999502ebf25f162a7b24da692deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,54512,200,OK,-,-,(empty),-,-,-,-,-,-,FDCE2K2cDkWVwJtNjc,-,application/x-xz
1762171129.022528,CUjCmlL5weuGxvM17,192.168.7.205,50332,91.189.91.81,80,3,GET,security.ubuntu.com,/ubuntu/dists/jammy-security/restricted/dep11/by-hash/SHA256/b01a8f20045e9b01dac659ec7e29ba1f08cc16ef6f815aab13df216db0b779b3,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,208,200,OK,-,-,(empty),-,-,-,-,-,-,FO7uxa47p4Bzoe8ZCl,-,application/x-xz
1762171129.022528,CUjCmlL5weuGxvM17,192.168.7.205,50332,91.189.91.81,80,4,GET,security.ubuntu.com,/ubuntu/dists/jammy-security/universe/dep11/by-hash/SHA256/748df48eb451a25cae9e5fe329a33462f5de1d49822142116c5082a518bc15e1,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,125396,200,OK,-,-,(empty),-,-,-,-,-,-,F1Veot1KJd8SOltyai,-,application/x-xz
1762171129.022528,CUjCmlL5weuGxvM17,192.168.7.205,50332,91.189.91.81,80,5,GET,security.ubuntu.com,/ubuntu/dists/jammy-security/multiverse/dep11/by-hash/SHA256/9f823f14c522ab012d9b5bcb6083dd787db1df4ff66c20b0414a57f3da3daffb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,208,200,OK,-,-,(empty),-,-,-,-,-,-,Fou3f1IEDbKDGvzId,-,application/x-xz
1762171135.450046,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,1,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/nginx-common_1.18.0-6ubuntu14.7_all.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,40102,200,OK,-,-,(empty),-,-,-,-,-,-,Fbvk1Q2ZUeVYt51Fgk,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,2,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/libnginx-mod-http-geoip2_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,12020,200,OK,-,-,(empty),-,-,-,-,-,-,FN2OM21v6JcBWCys6a,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,3,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/libnginx-mod-http-image-filter_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,15532,200,OK,-,-,(empty),-,-,-,-,-,-,FCfhgygaWRsfsCA71,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,4,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/libnginx-mod-http-xslt-filter_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,13840,200,OK,-,-,(empty),-,-,-,-,-,-,FJ3Gru2kfdVuljmmcc,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,5,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/libnginx-mod-mail_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,45780,200,OK,-,-,(empty),-,-,-,-,-,-,Fp7lY91xWNmLx8KKKa,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,6,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/libnginx-mod-stream_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,72966,200,OK,-,-,(empty),-,-,-,-,-,-,FaNntx2BXu6nYS8UVe,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,7,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/libnginx-mod-stream-geoip2_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,10130,200,OK,-,-,(empty),-,-,-,-,-,-,F6XmQf14Swmpsatr2a,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,8,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/nginx-core_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,483358,200,OK,-,-,(empty),-,-,-,-,-,-,FGSFRv4WAuoJqCzP1g,-,application/x-debian-package
1762171135.484784,C6EMFt2FVPVOixKNQ8,192.168.7.205,40652,213.180.204.183,80,9,GET,ru.archive.ubuntu.com,/ubuntu/pool/main/n/nginx/nginx_1.18.0-6ubuntu14.7_amd64.deb,-,1.1,Debian APT-HTTP/1.3 (2.4.13) non-interactive,-,0,3878,200,OK,-,-,(empty),-,-,-,-,-,-,FIFW6T1nBqUtXDmVSh,-,application/x-debian-package
1762171166.235878,CSD7nG1ubNrHBPFFDa,192.168.7.101,52434,192.168.7.205,80,1,GET,192.168.7.205,/,-,1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",-,0,612,200,OK,-,-,(empty),-,-,-,-,-,-,FurYhR1hy903mpVFx7,-,text/html
1762171166.543774,CSD7nG1ubNrHBPFFDa,192.168.7.101,52434,192.168.7.205,80,2,GET,192.168.7.205,/favicon.ico,http://192.168.7.205/,1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",-,0,564,404,Not Found,-,-,(empty),-,-,-,-,-,-,FpqIGr1fZvwbnTAqt6,-,text/html
1762171263.674739,Cb1bLSC9HnltE5Ul4,192.168.7.205,51918,91.189.91.48,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762171271.275894,C9GETr4EhxhMGHtN66,192.168.7.101,58719,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,132,164,200,OK,-,-,(empty),-,-,-,FIwPeC1Qf3JMNU8cg,-,-,FhZR0K3iZQDsS6NFNa,-,-
1762171402.162178,CP6bxu1Kwv8fwP5WMi,192.168.7.101,63203,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,88,116,200,OK,-,-,(empty),-,-,-,FhBbuItzWpQO58iSa,-,-,Fz9lyFVBOJE8F8pXl,-,-
1762171557.194343,Cbj3lT3CXjjcUxX76,192.168.7.101,52236,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,260,200,200,OK,-,-,(empty),-,-,-,FmqMmu4ngAwGgJ3497,-,-,FN261U129GVJSNlwve,-,-
1762171563.603009,CeKtZmd31PjKxHIzb,192.168.7.205,33250,185.125.190.97,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762171774.619021,Cmw1z9y17pup0Luth,192.168.7.101,52110,23.215.2.109,80,1,GET,clientconfig.akamai.steamstatic.com,/appinfo/700580/sha/84bdc3fa490c7cf7d1877b89090a47209ef2e9e5.txt.gz,-,-,Valve/Steam HTTP Client 1.0,-,0,0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-
1762171811.107079,Cg78F83goY3EhB2eLb,192.168.7.101,52112,149.154.167.222,80,1,POST,149.154.167.222:80,/api,-,1.1,Mozilla/5.0,-,192,176,200,OK,-,-,(empty),-,-,-,FTwPqhSsxD23JU4si,-,-,FGzRKI1GobOdBFi28g,-,-
1762171812.235941,CEPT8b2i4cA9qs3XT,192.168.7.101,52114,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,116,128,200,OK,-,-,(empty),-,-,-,FprcQ01A6eSvBKhwzb,-,-,FtWpvm1CqpM4rxegz2,-,-
1762171863.600068,ClEGzQHgAf8Fkmfsb,192.168.7.205,33898,185.125.190.97,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762171909.676038,CNqcoK2tyZCiSo76qh,192.168.7.101,50319,149.154.167.222,80,1,POST,149.154.167.222:80,/api,-,1.1,Mozilla/5.0,-,252,208,200,OK,-,-,(empty),-,-,-,FYltUd3yIPHntxBWb5,-,-,FLgjC6lJxuWiuKmU,-,-
1762171909.673726,CfEtqZ17v1hI25M9rd,192.168.7.101,50317,149.154.167.222,80,1,POST,149.154.167.222:80,/api,-,1.1,Mozilla/5.0,-,160,192,200,OK,-,-,(empty),-,-,-,FfyUH314AGa4FOUXDd,-,-,FiR4ua4qN4h7BTI8Ue,-,-
1762171909.675151,CdofFQ3FAJNSgd2wN7,192.168.7.101,50318,149.154.167.222,80,1,POST,149.154.167.222:80,/api,-,1.1,Mozilla/5.0,-,104,152,200,OK,-,-,(empty),-,-,-,F548f41CDBwH0WrmL6,-,-,FZ1Zu03JvSLITGMFl1,-,-
1762171950.169928,CGfB343kyhQvV8bnD5,192.168.7.101,50321,149.154.167.222,80,1,POST,149.154.167.222:80,/api,-,1.1,Mozilla/5.0,-,288,104,200,OK,-,-,(empty),-,-,-,FjamFoT3OE7r7pRaa,-,-,FrTFLx27CPtXx9nY34,-,-
1762172010.269613,CtoAfl1mYgweyRp3ak,192.168.7.101,52157,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,200,204,200,OK,-,-,(empty),-,-,-,FCN3JM3hVjRYRPNW73,-,-,F8pxbqGuOsCxxfpl5,-,-
1762172163.691272,CdZPsV3l4z7eQhfDWi,192.168.7.205,54930,91.189.91.97,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762172462.978793,ClofMk2MiNwBwiTdM5,192.168.7.101,51113,149.154.167.151,80,1,POST,149.154.167.151:80,/api,-,1.1,Mozilla/5.0,-,108,148,200,OK,-,-,(empty),-,-,-,F817Mc4IMy2fxr5I52,-,-,FVoWFl3rAFgpSrtBVd,-,-
1762172463.599029,Cwfw6R2Nvv7qXr7lY2,192.168.7.205,39100,185.125.190.18,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762172622.177037,C3uyyH2iIS88hUAhUl,192.168.7.101,54391,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,204,104,200,OK,-,-,(empty),-,-,-,FhDjsX2PcqKGCcZWTe,-,-,FnyaSY1DBPBdZBWSGa,-,-
1762172720.695570,Cj3TnohksM2cj4tj7,192.168.7.101,57663,149.154.167.41,80,1,POST,149.154.167.41:80,/api,-,1.1,Mozilla/5.0,-,56,180,200,OK,-,-,(empty),-,-,-,F2dzeB2U553ij6d1s5,-,-,FvbGLi17FNdktAKb74,-,-
1762172763.661087,CiHDC24JJ6V6lV0tH7,192.168.7.205,38650,91.189.91.49,80,1,GET,connectivity-check.ubuntu.com,/,-,1.1,-,-,0,0,204,No Content,-,-,(empty),-,-,-,-,-,-,-,-,-
1762172765.169241,C8HU0s4eZqzqqlzlB5,192.168.7.101,63063,91.105.192.100,80,1,POST,91.105.192.100:80,/api,-,1.1,Mozilla/5.0,-,44,128,200,OK,-,-,(empty),-,-,-,F0z6kf3FshHPN7Ykoe,-,-,FKTFTb2VnPHo9Hyz1,-,-
