ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected
1762166875.584902,CD6YAfA5XtMuJfHjb,fd50:75fd:c988:0:50be:4ba3:982:3b13,64814,fd50:75fd:c988::1,53,udp,35460,-,login.live.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166885.008515,CpU8JXmQW0oq6ycuf,fd50:75fd:c988:0:50be:4ba3:982:3b13,54621,fd50:75fd:c988::1,53,udp,2366,0.600955,dl-edge.smartscreen.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,4.175.223.124,7.000000,F
1762166883.453116,CwO7Gh1w03tUupof2f,fd50:75fd:c988:0:50be:4ba3:982:3b13,49434,fd50:75fd:c988::1,53,udp,12362,-,codeload.github.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166885.008515,CK4rfR15F1MdWQMVmc,fd50:75fd:c988:0:50be:4ba3:982:3b13,49497,fd50:75fd:c988::1,53,udp,57043,-,dl-edge.smartscreen.microsoft.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166895.543403,COzyeL2s1LCbBgyynf,192.168.7.205,40018,192.168.7.1,53,udp,33248,0.074534,mozilla.cloudflare-dns.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"172.64.41.4,162.159.61.4","55.000000,55.000000",F
1762166895.543642,CYN4Dq4fhBTYtSBz77,192.168.7.205,50472,192.168.7.1,53,udp,19605,0.095367,mozilla.cloudflare-dns.com,1,C_INTERNET,28,AAAA,0,NOERROR,T,F,T,T,0,"2a06:98c1:52::4,2803:f800:53::4","140.000000,140.000000",F
1762166899.215367,CLyncc1vGiJeFwo594,fd50:75fd:c988:0:50be:4ba3:982:3b13,56845,fd50:75fd:c988::1,53,udp,64984,0.043580,waa-pa.clients6.google.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,74.125.205.95,214.000000,F
1762166899.790070,Cu2nVK3ep9w5jHkEx9,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,58215,-,wdcp.microsoft.com,1,C_INTERNET,28,AAAA,0,NOERROR,F,F,T,F,0,-,-,T
1762166900.007144,CCffPC1b6rMUfvT8t8,192.168.7.101,64764,192.168.7.1,53,udp,20379,0.371798,wdcp.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,4.208.165.248,7.000000,F
1762166899.790070,C5aIVx4mL2mHJTG7D1,fd50:75fd:c988:0:50be:4ba3:982:3b13,64764,fd50:75fd:c988::1,53,udp,20379,0.589163,wdcp.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,4.208.165.248,7.000000,F
1762166901.220864,Cu2nVK3ep9w5jHkEx9,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,19295,0.091251,p2p-sto2.discovery.steamserver.net,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"155.133.252.39,155.133.252.54,155.133.252.40","56.000000,56.000000,56.000000",F
1762166905.999992,Cu2nVK3ep9w5jHkEx9,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,6190,0.000302,codeload.github.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,140.82.121.9,9.000000,F
1762166905.999993,C0J5Ab2O2OHECzxNG,fd50:75fd:c988:0:50be:4ba3:982:3b13,63021,fd50:75fd:c988::1,53,udp,19768,-,codeload.github.com,1,C_INTERNET,28,AAAA,0,NOERROR,F,F,T,F,0,-,-,T
1762166899.214386,C2dSf53HGQogzryRcj,fd50:75fd:c988:0:50be:4ba3:982:3b13,54201,fd50:75fd:c988::1,53,udp,35704,-,waa-pa.clients6.google.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166919.202495,C7hW9B1sjUArUdUprj,fd50:75fd:c988:0:50be:4ba3:982:3b13,57313,fd50:75fd:c988::1,53,udp,62105,0.209089,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"184.51.252.46,184.51.252.42,184.51.252.43,184.51.252.50,184.51.252.45,184.51.252.52,184.51.252.53,184.51.252.47,184.51.252.41","14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000",F
1762166919.203030,C8ag2PefRBfkAwjNk,fd50:75fd:c988:0:50be:4ba3:982:3b13,50672,fd50:75fd:c988::1,53,udp,65150,0.208554,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"184.51.252.46,184.51.252.42,184.51.252.43,184.51.252.50,184.51.252.45,184.51.252.52,184.51.252.53,184.51.252.47,184.51.252.41","14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000",F
1762166921.561537,CYthUb1rG2f2VV6ywl,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,11482,0.060770,catalog.gamepass.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"23.73.2.134,23.73.2.135","9.000000,9.000000",F
1762166921.561537,CZBtuF4wKjqFsCFInc,fd50:75fd:c988:0:50be:4ba3:982:3b13,63021,fd50:75fd:c988::1,53,udp,32020,0.071388,catalog.gamepass.com,1,C_INTERNET,28,AAAA,0,NOERROR,T,F,T,T,0,"2001:41a8:47:301::5f65:2311,2001:41a8:47:301::5f65:2339","15.000000,15.000000",F
1762166921.778782,CIMo8s3LbzPvbpOSb9,fd50:75fd:c988:0:50be:4ba3:982:3b13,58268,fd50:75fd:c988::1,53,udp,7556,0.617263,functional.events.data.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,13.89.179.10,5.000000,F
1762166927.572538,CdJztd4EPl6mQRdnHc,fd50:75fd:c988:0:50be:4ba3:982:3b13,60594,fd50:75fd:c988::1,53,udp,25294,0.592570,edge.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"150.171.28.11,150.171.27.11","11.000000,11.000000",F
1762166928.364073,CrvNtg3t2Uba89X4Mj,fd50:75fd:c988:0:50be:4ba3:982:3b13,60719,fd50:75fd:c988::1,53,udp,40847,0.001417,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.46,184.51.252.42,184.51.252.43,184.51.252.50,184.51.252.45,184.51.252.52,184.51.252.53,184.51.252.47,184.51.252.41","5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000",F
1762166928.364075,C8YUPj1ACZ25PLr9y7,fd50:75fd:c988:0:50be:4ba3:982:3b13,49451,fd50:75fd:c988::1,53,udp,24811,0.001416,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.41,184.51.252.46,184.51.252.42,184.51.252.43,184.51.252.50,184.51.252.45,184.51.252.52,184.51.252.53,184.51.252.47","5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000",F
1762166928.377288,CGb1pV1q1gdEj4hvfd,fd50:75fd:c988:0:50be:4ba3:982:3b13,55313,fd50:75fd:c988::1,53,udp,46244,-,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.47,184.51.252.41,184.51.252.46,184.51.252.42,184.51.252.43,184.51.252.50,184.51.252.45,184.51.252.52,184.51.252.53","5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000",F
1762166928.774317,Cq9nYISPxqMWyKo3c,fd50:75fd:c988:0:50be:4ba3:982:3b13,60106,fd50:75fd:c988::1,53,udp,29030,0.001118,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.53,184.51.252.47,184.51.252.41,184.51.252.46,184.51.252.42,184.51.252.43,184.51.252.50,184.51.252.45,184.51.252.52","5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000",F
1762166928.774317,C1OsjbFfzoWUoiVmg,fd50:75fd:c988:0:50be:4ba3:982:3b13,56591,fd50:75fd:c988::1,53,udp,59518,0.427586,sample.cat,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"172.67.186.43,104.21.19.125","300.000000,300.000000",F
1762166928.794089,CtDGe42quK8ajXh9Cd,fd50:75fd:c988:0:50be:4ba3:982:3b13,55557,fd50:75fd:c988::1,53,udp,37265,0.407814,sample.cat,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"172.67.186.43,104.21.19.125","300.000000,300.000000",F
1762166929.457358,CkSFbq2CQdMvDNRC78,fd50:75fd:c988:0:50be:4ba3:982:3b13,53889,fd50:75fd:c988::1,53,udp,40655,0.001147,fonts.googleapis.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,64.233.161.95,11.000000,F
1762166929.466879,CAy5Gc1HDrNiwh1Fpe,fd50:75fd:c988:0:50be:4ba3:982:3b13,59032,fd50:75fd:c988::1,53,udp,57876,0.290075,fonts.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,173.194.222.94,169.000000,F
1762166929.478034,CgpbGi1haQmsTcJd45,fd50:75fd:c988:0:50be:4ba3:982:3b13,62224,fd50:75fd:c988::1,53,udp,10582,0.317916,assets.sample.cat,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"104.21.19.125,172.67.186.43","300.000000,300.000000",F
1762166921.778781,Cq1qe73Q06J41GNFUf,fd50:75fd:c988:0:50be:4ba3:982:3b13,64225,fd50:75fd:c988::1,53,udp,827,-,functional.events.data.microsoft.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166927.572187,CDPq0j1T4xfgYlGkIc,fd50:75fd:c988:0:50be:4ba3:982:3b13,58708,fd50:75fd:c988::1,53,udp,36781,-,edge.microsoft.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166928.376437,CuGhdU3NrdAGwV1DOh,fd50:75fd:c988:0:50be:4ba3:982:3b13,64001,fd50:75fd:c988::1,53,udp,6567,-,www.bing.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166928.794089,C3FKNa8FIxBuJgh0e,fd50:75fd:c988:0:50be:4ba3:982:3b13,53448,fd50:75fd:c988::1,53,udp,40002,-,sample.cat,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166929.457358,CBpuBy1Fxy8zG2ePYf,fd50:75fd:c988:0:50be:4ba3:982:3b13,51395,fd50:75fd:c988::1,53,udp,15044,-,fonts.googleapis.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166929.466879,CVCMtU1KvbQWGx3Eac,fd50:75fd:c988:0:50be:4ba3:982:3b13,60979,fd50:75fd:c988::1,53,udp,43068,-,fonts.gstatic.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166929.478034,CIQffl114F309P7bW3,fd50:75fd:c988:0:50be:4ba3:982:3b13,54580,fd50:75fd:c988::1,53,udp,15661,-,assets.sample.cat,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166945.879565,CK82Ad2LQ7szg6hDu7,fd50:75fd:c988:0:50be:4ba3:982:3b13,50957,fd50:75fd:c988::1,53,udp,56997,0.001248,sample.cat,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"172.67.186.43,104.21.19.125","284.000000,284.000000",F
1762166945.879942,CKKQudtkVas178Ev9,fd50:75fd:c988:0:50be:4ba3:982:3b13,62166,fd50:75fd:c988::1,53,udp,55533,0.000871,sample.cat,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"104.21.19.125,172.67.186.43","284.000000,284.000000",F
1762166945.902251,CHmXBB3G7LVr1XjB0h,fd50:75fd:c988:0:50be:4ba3:982:3b13,61638,fd50:75fd:c988::1,53,udp,47280,0.595115,nav-edge.smartscreen.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,20.191.45.158,6.000000,F
1762166955.050333,COp1dY2NSbTzLCPtYj,fd50:75fd:c988:0:50be:4ba3:982:3b13,49929,fd50:75fd:c988::1,53,udp,17372,0.000657,sample.cat,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"172.67.186.43,104.21.19.125","274.000000,274.000000",F
1762166955.050991,CGMSz11W7Zpp3DuBa8,fd50:75fd:c988:0:50be:4ba3:982:3b13,52652,fd50:75fd:c988::1,53,udp,13244,0.000857,sample.cat,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"104.21.19.125,172.67.186.43","274.000000,274.000000",F
1762166945.902250,C0xQjw1yHN7ob1x6hc,fd50:75fd:c988:0:50be:4ba3:982:3b13,62719,fd50:75fd:c988::1,53,udp,19636,-,nav-edge.smartscreen.microsoft.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166961.115545,CUT7a21jBYImEBYPt7,fd50:75fd:c988:0:50be:4ba3:982:3b13,63021,fd50:75fd:c988::1,53,udp,52429,0.048059,ctldl.windowsupdate.com,1,C_INTERNET,28,AAAA,0,NOERROR,T,F,T,T,0,"2a02:26f0:9500:1601::17d7:290,2a02:26f0:9500:1601::17d7:284","5.000000,5.000000",F
1762166961.115545,C2PJiBBAIArAuu3Wd,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,1430,0.095758,ctldl.windowsupdate.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"199.232.214.172,199.232.210.172","37.000000,37.000000",F
1762166961.292367,CUT7a21jBYImEBYPt7,fd50:75fd:c988:0:50be:4ba3:982:3b13,63021,fd50:75fd:c988::1,53,udp,11944,0.094903,p2p-sto2.discovery.steamserver.net,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"155.133.252.40,155.133.252.54,155.133.252.39","51.000000,51.000000,51.000000",F
1762166963.198535,C9KbzE3N3E9027mVHe,fd50:75fd:c988:0:50be:4ba3:982:3b13,52438,fd50:75fd:c988::1,53,udp,19174,0.046871,ssl.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,64.233.162.94,189.000000,F
1762166967.022102,CkKgre1bSNjfr1w67i,fd50:75fd:c988:0:50be:4ba3:982:3b13,60346,fd50:75fd:c988::1,53,udp,5428,0.205424,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"184.51.252.45,184.51.252.53,184.51.252.49,184.51.252.47,184.51.252.51,184.51.252.50,184.51.252.46,184.51.252.52,184.51.252.54","15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000",F
1762166967.022102,C7Zntl40UndGtVG18,fd50:75fd:c988:0:50be:4ba3:982:3b13,60956,fd50:75fd:c988::1,53,udp,33792,0.205425,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"184.51.252.45,184.51.252.53,184.51.252.49,184.51.252.47,184.51.252.51,184.51.252.50,184.51.252.46,184.51.252.52,184.51.252.54","15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000",F
1762166967.520659,CHEaPP1PjXKAvPH0Ha,fd50:75fd:c988:0:50be:4ba3:982:3b13,58880,fd50:75fd:c988::1,53,udp,36172,0.001475,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.45,184.51.252.53,184.51.252.49,184.51.252.47,184.51.252.51,184.51.252.50,184.51.252.46,184.51.252.52,184.51.252.54","15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000",F
1762166967.520659,Czou2E4RnTqOEc7RXk,fd50:75fd:c988:0:50be:4ba3:982:3b13,65473,fd50:75fd:c988::1,53,udp,55505,0.096668,samplelib.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,188.227.84.172,300.000000,F
1762166967.535845,CKNYfO3VO6f0DNUiE7,fd50:75fd:c988:0:50be:4ba3:982:3b13,51004,fd50:75fd:c988::1,53,udp,51862,0.081482,samplelib.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,188.227.84.172,300.000000,F
1762166967.869017,Ca02xO3ZlAk7eZSdMe,fd50:75fd:c988:0:50be:4ba3:982:3b13,60983,fd50:75fd:c988::1,53,udp,43352,0.000862,cdnjs.cloudflare.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"104.17.24.14,104.17.25.14","15.000000,15.000000",F
1762166968.253681,C3v0lv4RZDRoNZIdIl,fd50:75fd:c988:0:50be:4ba3:982:3b13,62458,fd50:75fd:c988::1,53,udp,61732,-,s7.addthis.com,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T
1762166968.297703,C2PJiBBAIArAuu3Wd,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,59182,-,s7.addthis.com,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T
1762166968.300016,CwCKu51w97zqx5Kbvd,fd50:75fd:c988:0:50be:4ba3:982:3b13,60332,fd50:75fd:c988::1,53,udp,54966,-,s7.addthis.com,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T
1762166968.901881,CrM4a51UHmmbS6b4Sl,fd50:75fd:c988:0:50be:4ba3:982:3b13,56753,fd50:75fd:c988::1,53,udp,40856,0.613136,s.deepl.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,194.124.205.65,28.000000,F
1762166971.279610,CAFrMr3GTUNosqlinb,192.168.7.205,48902,192.168.7.1,53,udp,16982,0.342993,connectivity-check.ubuntu.com,1,C_INTERNET,28,AAAA,0,NOERROR,T,F,T,T,0,"2620:2d:4000:1::98,2620:2d:4002:1::197,2001:67c:1562::23,2620:2d:4000:1::97,2620:2d:4000:1::23,2620:2d:4002:1::196,2620:2d:4000:1::22,2620:2d:4000:1::2a,2620:2d:4002:1::198,2001:67c:1562::24,2620:2d:4000:1::2b,2620:2d:4000:1::96","45.000000,45.000000,45.000000,45.000000,45.000000,45.000000,45.000000,45.000000,45.000000,45.000000,45.000000,45.000000",F
1762166963.197945,CMVGlh4k84LvRXZHM,fd50:75fd:c988:0:50be:4ba3:982:3b13,55976,fd50:75fd:c988::1,53,udp,53584,-,ssl.gstatic.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166974.232972,CsnvKh1nKnvU59A8j1,fd50:75fd:c988:0:50be:4ba3:982:3b13,56104,fd50:75fd:c988::1,53,udp,60893,0.000796,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.54,184.51.252.45,184.51.252.53,184.51.252.49,184.51.252.47,184.51.252.51,184.51.252.50,184.51.252.46,184.51.252.52","8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000",F
1762166974.232972,CDtI2c102D1wwFYYtj,fd50:75fd:c988:0:50be:4ba3:982:3b13,62974,fd50:75fd:c988::1,53,udp,4105,0.000796,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.52,184.51.252.54,184.51.252.45,184.51.252.53,184.51.252.49,184.51.252.47,184.51.252.51,184.51.252.50,184.51.252.46","8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000",F
1762166974.632989,CEBIrA3ZUE9re1jcPi,fd50:75fd:c988:0:50be:4ba3:982:3b13,56860,fd50:75fd:c988::1,53,udp,941,0.000884,www.bing.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,"184.51.252.46,184.51.252.52,184.51.252.54,184.51.252.45,184.51.252.53,184.51.252.49,184.51.252.47,184.51.252.51,184.51.252.50","8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000",F
1762166974.632988,CnZjdx21FRj5qULE5e,fd50:75fd:c988:0:50be:4ba3:982:3b13,64540,fd50:75fd:c988::1,53,udp,45511,0.115481,template-builder.net,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,93.125.99.98,300.000000,F
1762166974.639597,CAngzC2JaFLcx57qSe,fd50:75fd:c988:0:50be:4ba3:982:3b13,52725,fd50:75fd:c988::1,53,udp,5525,0.108872,template-builder.net,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,93.125.99.98,300.000000,F
1762166974.966562,CVSDUA2wk26OeEYc0f,fd50:75fd:c988:0:50be:4ba3:982:3b13,60423,fd50:75fd:c988::1,53,udp,37990,0.313835,fonts.googleapis.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,142.251.1.95,286.000000,F
1762166974.967615,CDOWPx3MY5a15sUvJi,fd50:75fd:c988:0:50be:4ba3:982:3b13,62707,fd50:75fd:c988::1,53,udp,37941,0.424592,vk.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"87.240.132.78,87.240.132.72,87.240.137.164,93.186.225.194,87.240.129.133,87.240.132.67","300.000000,300.000000,300.000000,300.000000,300.000000,300.000000",F
1762166975.413811,CgsmeG3MEI0zDHQjMb,fd50:75fd:c988:0:50be:4ba3:982:3b13,58346,fd50:75fd:c988::1,53,udp,24979,-,fonts.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,173.194.222.94,123.000000,F
1762166967.535845,CZ5mnk1q22A0CPvYXh,fd50:75fd:c988:0:50be:4ba3:982:3b13,58338,fd50:75fd:c988::1,53,udp,43643,-,samplelib.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166967.868851,C03KaSbIubSWwyIU6,fd50:75fd:c988:0:50be:4ba3:982:3b13,60902,fd50:75fd:c988::1,53,udp,3181,-,cdnjs.cloudflare.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166968.253274,CoTbpj2YFfcCqvo3Gg,fd50:75fd:c988:0:50be:4ba3:982:3b13,57834,fd50:75fd:c988::1,53,udp,53994,-,s7.addthis.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166968.300016,CN2o4z2gJTRizMF3yj,fd50:75fd:c988:0:50be:4ba3:982:3b13,60150,fd50:75fd:c988::1,53,udp,38737,-,s7.addthis.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166968.901629,CBi6Sh3GyK9llZZrVd,fd50:75fd:c988:0:50be:4ba3:982:3b13,57657,fd50:75fd:c988::1,53,udp,14321,-,s.deepl.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166981.699223,CPNSfo3yzWar14V5L6,fd50:75fd:c988:0:50be:4ba3:982:3b13,62717,fd50:75fd:c988::1,53,udp,48941,0.000911,template-builder.net,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,93.125.99.98,293.000000,F
1762166981.700134,CJ7EhK1JE2DvgNtbv7,fd50:75fd:c988:0:50be:4ba3:982:3b13,63127,fd50:75fd:c988::1,53,udp,44146,-,template-builder.net,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0,93.125.99.98,293.000000,F
1762166983.659994,Cnp5Kl4W4eqziZ9uZ6,fd50:75fd:c988:0:50be:4ba3:982:3b13,49187,fd50:75fd:c988::1,53,udp,35186,0.595710,functional.events.data.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,104.208.16.89,10.000000,F
1762166983.760656,C1LZgK3Q1OUV2airY9,fd50:75fd:c988:0:50be:4ba3:982:3b13,64709,fd50:75fd:c988::1,53,udp,3223,0.622885,dl-edge.smartscreen.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,48.209.180.244,10.000000,F
1762166974.639597,CATAvZ2b9TxE88y7N7,fd50:75fd:c988:0:50be:4ba3:982:3b13,51959,fd50:75fd:c988::1,53,udp,36748,-,template-builder.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166974.966561,CPvTry13vvtxL7md2,fd50:75fd:c988:0:50be:4ba3:982:3b13,56176,fd50:75fd:c988::1,53,udp,48219,-,fonts.googleapis.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166974.967614,CA08Vf36yZcjR6YGyh,fd50:75fd:c988:0:50be:4ba3:982:3b13,63290,fd50:75fd:c988::1,53,udp,17939,-,vk.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166975.413254,CZdKNj4PVm9GharG2k,fd50:75fd:c988:0:50be:4ba3:982:3b13,63814,fd50:75fd:c988::1,53,udp,52000,-,fonts.gstatic.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762166986.277569,CdTJ2F1MjJmfYArA4d,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,6735,-,ecs.office.com,1,C_INTERNET,28,AAAA,0,NOERROR,F,F,T,F,0,-,-,T
1762166986.779772,CdTJ2F1MjJmfYArA4d,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,20446,0.046299,roaming.svc.cloud.microsoft,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,52.109.76.243,10.000000,F
1762166986.779972,CBnk9aAAQXp7y743e,fd50:75fd:c988:0:50be:4ba3:982:3b13,64032,fd50:75fd:c988::1,53,udp,10230,0.056872,roaming.svc.cloud.microsoft,1,C_INTERNET,28,AAAA,0,NOERROR,T,F,T,T,0,2603:1026:2404::5,9.000000,F
1762166986.277569,CaAHen31xJP1S3jQf3,fd50:75fd:c988:0:50be:4ba3:982:3b13,63021,fd50:75fd:c988::1,53,udp,22329,0.634439,ecs.office.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"52.123.129.14,52.123.128.14","26.000000,26.000000",F
1762166986.495428,CxxwpL1fHrbT4r7Whe,192.168.7.101,63021,192.168.7.1,53,udp,22329,0.416580,ecs.office.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"52.123.129.14,52.123.128.14","26.000000,26.000000",F
1762166987.110213,CBnk9aAAQXp7y743e,fd50:75fd:c988:0:50be:4ba3:982:3b13,64032,fd50:75fd:c988::1,53,udp,57016,-,odc.officeapps.live.com,1,C_INTERNET,28,AAAA,0,NOERROR,F,F,T,F,0,-,-,T
1762166987.528322,CBnk9aAAQXp7y743e,fd50:75fd:c988:0:50be:4ba3:982:3b13,64032,fd50:75fd:c988::1,53,udp,19765,0.170110,recent.svc.cloud.microsoft,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,"52.110.6.165,52.110.6.164,52.110.6.143,52.110.6.142,52.110.6.135,52.110.6.149,52.110.6.150,52.110.6.141","4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000",F
1762166987.528322,CeKmLcVcbjORhcqE9,fd50:75fd:c988:0:50be:4ba3:982:3b13,64493,fd50:75fd:c988::1,53,udp,64968,0.176427,recent.svc.cloud.microsoft,1,C_INTERNET,28,AAAA,0,NOERROR,T,F,T,T,0,2603:1026:2406::1,4.000000,F
1762166987.110212,CdTJ2F1MjJmfYArA4d,fd50:75fd:c988:0:50be:4ba3:982:3b13,59582,fd50:75fd:c988::1,53,udp,37403,0.600230,odc.officeapps.live.com,1,C_INTERNET,1,A,0,NOERROR,T,F,T,T,0,52.109.89.119,1.000000,F
